A,0.0,0.0,0.0,-0.2768601608168361,0.08804068312921702,-0.08966585925598969,-0.571321124114332,0.032150676962252024,-0.14354089139962545,-0.8002024149010112,-0.04968883361946777,-0.20141930560667376,-0.9649859506893792,-0.08656067555035303,-0.2476072786094578,-0.5278330810556331,-0.3250016616965741,-0.03856610095432832,-0.650144276495897,-0.46526241350045106,-0.1430653417970414,-0.5285317347817248,-0.2957797724770101,-0.20601670687533233,-0.41655977411681555,-0.14757732559805972,-0.2317750269325645,-0.41675439635489303,-0.45477076602049793,-0.040275324444352986,-0.5566587545412504,-0.5834329683024414,-0.16351046520509008,-0.4100707745695315,-0.3647220741572008,-0.21283533709498337,-0.2877464005871406,-0.21184888455775505,-0.21886215657517444,-0.2922486871604483,-0.5652185041427406,-0.058703029710865495,-0.4236347413053378,-0.6796283041077685,-0.17378515616044443,-0.28921380260397017,-0.4559479536204887,-0.17104590545751314,-0.17413628983784418,-0.29630920608245737,-0.13884278887971435,-0.15703054215708323,-0.6524547232221221,-0.08549654573892183,-0.29140602443778113,-0.7801609082197704,-0.16566584919378896,-0.23243663226048908,-0.6135504254065445,-0.150803951240588,-0.15794368143112486,-0.4749483554737017,-0.11829215357505335
A,0.0,0.0,0.0,-0.267572685429442,0.09895855899881303,-0.0941364572979645,-0.5659769245151387,0.03748221390151708,-0.14856031457973978,-0.7973498941003184,-0.03737708795357216,-0.20643555444576747,-0.9645906443648465,-0.074504838722916,-0.2530097188067732,-0.5217516319525836,-0.3211762330020244,-0.03990085139532877,-0.6546385316896037,-0.454737305828292,-0.15326211351597893,-0.5320133492559171,-0.2848561806788874,-0.22577817531982897,-0.416275456719552,-0.14367482439517687,-0.25686698430062194,-0.41239234295004096,-0.4477102330771097,-0.0406355537334502,-0.560367319215917,-0.580787360719935,-0.16781761689027913,-0.4147124302627447,-0.36401977397954904,-0.21901179951648073,-0.2906114412521391,-0.21027057211135072,-0.22463938308564638,-0.2903503592275726,-0.559787297387741,-0.05992880355864137,-0.4282288161083142,-0.6753211955251178,-0.17809560368555652,-0.29535423882673084,-0.4510737820654315,-0.17736671359936476,-0.1787329802662425,-0.2922046962324398,-0.14454336257842432,-0.15838725857157754,-0.6545462095430111,-0.08847935519053089,-0.2952847324765328,-0.7840728334439349,-0.17060865304670675,-0.24010304418539635,-0.6175633438942324,-0.1578180044715825,-0.16523700348749015,-0.4749437260150117,-0.12568842935229824
A,0.0,0.0,0.0,-0.27540198572032165,0.09651900130062648,-0.08600582944582652,-0.5765162452057074,0.02835590947338712,-0.1335148499666753,-0.7991028581474084,-0.0393789015053685,-0.18755636451655808,-0.9694140960007976,-0.07999459742775722,-0.2320283923517282,-0.5214770152235334,-0.33803756548876,-0.020940998464947097,-0.6555813189636945,-0.4612288144784527,-0.13570797268066903,-0.5323449877794246,-0.2873420444998874,-0.21407861010097012,-0.4163668899220897,-0.14008392298273786,-0.2484673278973781,-0.40749004762669305,-0.46731866759592766,-0.026609559215581256,-0.555640420911517,-0.5938013122476058,-0.1545783066512896,-0.41255348990184154,-0.3721754641456012,-0.21218179653702526,-0.28637435914786546,-0.20943773838780227,-0.22115285666450987,-0.27888715572741973,-0.5793755043051992,-0.050967850191742665,-0.4160778102358093,-0.6954111412792972,-0.17136182192045846,-0.2845255937123516,-0.464645866871376,-0.1735499519791317,-0.1690101815362041,-0.2986492718595212,-0.14118018243115504,-0.14062698547136232,-0.6740121262533025,-0.0834097413645967,-0.2771975620753913,-0.8049703650903128,-0.16487801863885707,-0.22439187801402627,-0.6317453938189843,-0.1493646027522747,-0.15229239877606932,-0.48444752878819436,-0.11463296121208277
A,0.0,0.0,0.0,-0.2823562192037024,0.08697673802841797,-0.07860530478194751,-0.5842032154633428,0.017302455091538185,-0.12009515389319432,-0.8065943979788011,-0.047693312629536445,-0.1702144558063775,-0.973724133340274,-0.08604448270404429,-0.2108498497673777,-0.5244593420995823,-0.35182775276871275,-0.007701262272732998,-0.6643348604470897,-0.47451805805276287,-0.11916117226076305,-0.5437473697836509,-0.29958766304180806,-0.19352022674974179,-0.42888916499370594,-0.1512652336653045,-0.2244802884572801,-0.4127291585367018,-0.48077429640000435,-0.01665885210816286,-0.5666509966528349,-0.6023192146528267,-0.14488743523729283,-0.4234202210672793,-0.3745597772709812,-0.20245620942177536,-0.2965604288213397,-0.21293405070314725,-0.20969951643504878,-0.2859122668824911,-0.5921980051877258,-0.04407917117773292,-0.4277514177938819,-0.700419841044813,-0.1656171627725157,-0.29331506761963794,-0.4646355443457517,-0.16875888427416466,-0.17428688613502127,-0.29812904292302544,-0.13546812303909436,-0.14838550695886293,-0.684984834998716,-0.0789753713588875,-0.289524927670913,-0.8215947172073346,-0.16043399016787677,-0.23830553900886417,-0.646875788811774,-0.1438644324283602,-0.16523740789069122,-0.49828194952732346,-0.10748899131745854
A,0.0,0.0,0.0,-0.27652237836281135,0.09425706154494506,-0.08537659088317194,-0.5779760294204989,0.02584134911925385,-0.13338729984462344,-0.8024421558460924,-0.04726061936033645,-0.18777798845940089,-0.9686030248338048,-0.09068040939769469,-0.23148486696600784,-0.541250022821068,-0.3688588758247878,-0.01901083220284006,-0.6800904692712736,-0.4853363059694894,-0.13858923432780199,-0.5553681611172803,-0.303957257753603,-0.22128333958645213,-0.43756267286292433,-0.1532997637912398,-0.2571003157118617,-0.4253947837169381,-0.49420457039118865,-0.02434313692686844,-0.573381219312044,-0.6074585807661402,-0.1544454930805328,-0.4264108497774298,-0.3794157025789767,-0.21271224958386675,-0.30003753388945714,-0.21897837355574182,-0.221190698269172,-0.29468147115019083,-0.604989938696424,-0.04912292114512771,-0.4343674439456369,-0.7176844154378675,-0.16911631652577672,-0.29980124872323305,-0.4762427139567281,-0.16961857192548252,-0.18168894836433638,-0.30561334581788474,-0.13537892629287668,-0.15325324390396045,-0.6986669460580119,-0.08269723339790834,-0.29313207002226066,-0.8347548496274816,-0.164356682073661,-0.24172052196185673,-0.656582187132684,-0.14865937041973137,-0.17029884782622462,-0.5068886609416324,-0.11200725274190541
A,0.0,0.0,0.0,-0.2802519250122793,0.09551303297479685,-0.08892752090690759,-0.5823420399338427,0.029906031344227924,-0.13841929097795136,-0.8014110629542537,-0.046964830223024556,-0.19327994355666397,-0.966813642050125,-0.09451693385831986,-0.23735612644251386,-0.543971171129988,-0.3661583559504007,-0.02526359269738418,-0.6743691270070556,-0.47812015729636914,-0.1455665352234609,-0.5486948223145858,-0.2998581150494576,-0.2270759344336556,-0.43191342907805463,-0.14833315355580798,-0.2622554965572755,-0.42623798994943196,-0.4969626312436399,-0.030714651690417975,-0.5705438393881794,-0.6092966664885092,-0.16481192003517617,-0.4237274913509198,-0.3841756596251551,-0.22486859643581036,-0.2955294548591151,-0.21932927596992527,-0.234291086553463,-0.29488985015268154,-0.6109238489321019,-0.05560476733661181,-0.43026649708474907,-0.7176647515474053,-0.1816293508447993,-0.2947260391667392,-0.47602750703898783,-0.18445635602776267,-0.17569901185119394,-0.3010075989936529,-0.1512048436948508,-0.15432799403156186,-0.7061804385151971,-0.08933306337378848,-0.289223834667069,-0.8377694827178346,-0.17807647452125105,-0.2353005463447422,-0.6565864118923411,-0.16527535775565666,-0.16254120017251328,-0.5052183440296584,-0.13019262607025406
A,0.0,0.0,0.0,-0.2750687459693496,0.09407726796323206,-0.08824962642509758,-0.5780461861093178,0.02242025970132687,-0.13785277227964535,-0.8010416603497078,-0.05180447841608859,-0.19463871219864295,-0.9650167401367835,-0.1023023824912443,-0.24140611796802253,-0.5354893331266494,-0.3618864410062297,-0.019337861665095973,-0.669668292428912,-0.4828064311163495,-0.13820995611018658,-0.5450691816131955,-0.30489061031479087,-0.2182696063116319,-0.4241787528943674,-0.1556787046866781,-0.25222923341199854,-0.415725173838955,-0.4909290596288571,-0.025321194018803967,-0.561108487753185,-0.6130857339031474,-0.15821643522141388,-0.4165311622359614,-0.3875957480876649,-0.21638942351715793,-0.2884440030186266,-0.22104168162389168,-0.22370733614288024,-0.28389800919621094,-0.6043365409348178,-0.05128500008555358,-0.42332656258779255,-0.718152204365568,-0.1766801180462291,-0.29055578267335286,-0.4802408547396751,-0.18013653722744638,-0.1712634310215063,-0.305129352809362,-0.14618107025664892,-0.1420603002997567,-0.700186807177741,-0.086019900979247,-0.2823623830154681,-0.8296886062194061,-0.17076091439572216,-0.2301297538526579,-0.6589293829016866,-0.15779322768747445,-0.1565649591130196,-0.5104451573492776,-0.12300670142117859
A,0.0,0.0,0.0,-0.2780469244055066,0.08699076725470743,-0.0905644268558461,-0.5740471005726698,0.0282063405688974,-0.14167554579952563,-0.7999755077804839,-0.05411722203391001,-0.19814950640751958,-0.964729815440102,-0.10190152490833196,-0.24271889589041779,-0.523915845244575,-0.34149960468182344,-0.029166778226955774,-0.6593013976428582,-0.4716989185339542,-0.14022306382303903,-0.5364851812117262,-0.29380083798288276,-0.21088089146966343,-0.42446349662505073,-0.14593787478262563,-0.2402425425558887,-0.411901407870092,-0.4672650550430381,-0.03184638129618644,-0.559084658853147,-0.5973226668251965,-0.16134952174684247,-0.41433856904394906,-0.3699572137260755,-0.21599954499421908,-0.29300879397669854,-0.2110005804623153,-0.2228879009855181,-0.2880244284333262,-0.5759658000006055,-0.052688082187637666,-0.42496736858853223,-0.6934049664172037,-0.17343023111958128,-0.2932782758405893,-0.45773773639364324,-0.17248903519536513,-0.17822439581583935,-0.28982145098287376,-0.13804167679264304,-0.15666680028513003,-0.6649338165291186,-0.08241201044518423,-0.2899117550611132,-0.8037411973788724,-0.1645911115542981,-0.23943511285721786,-0.6343337027014633,-0.14907658245465186,-0.16880683428793714,-0.4884767869076711,-0.11406334551307847
A,0.0,0.0,0.0,-0.28142767101659033,0.08125539124386806,-0.08235039317158446,-0.5768341882976571,0.018910208208592332,-0.13051307220185226,-0.8038669174733439,-0.06558763969210547,-0.18471541466861535,-0.9678426383341159,-0.1067802188225466,-0.2277687693488,-0.5334449806230162,-0.3488025666844137,-0.030274342683043163,-0.6686282940031161,-0.48083262066570703,-0.13537881427451579,-0.5418918441055087,-0.30315216956811725,-0.19854252334868716,-0.42658374420366246,-0.1497670650668908,-0.2231834849756605,-0.4191809560492535,-0.47867747468910316,-0.03531947738517527,-0.5642725657157892,-0.6089544519933316,-0.15991115194807773,-0.41535092706173393,-0.3796202193314243,-0.2101116560254384,-0.2929598248082605,-0.21870758684224337,-0.21521612978773194,-0.2901991891478267,-0.5902181589625007,-0.05654669026831952,-0.4294503259522286,-0.7138074842072136,-0.17184435258163486,-0.2937758433914857,-0.4777439221643561,-0.167505017962264,-0.17686511415279924,-0.3094872198030675,-0.13323966245689697,-0.15201179780919483,-0.6783065860063087,-0.0857074807205312,-0.2899765855104457,-0.8179433354108981,-0.16599016174600315,-0.23418467438613544,-0.6460647959154235,-0.14887187143313724,-0.16022593045470554,-0.5019382888954683,-0.11362344723959002
A,0.0,0.0,0.0,-0.28287021990953104,0.0858726753020431,-0.08359279329775587,-0.5787767752447811,0.02678663786613453,-0.13397358429958184,-0.8007261015052248,-0.05775485959211395,-0.19132015619722595,-0.9657217327990623,-0.105407866218093,-0.23721449479094897,-0.5293168078381647,-0.3563255262715468,-0.024152818845410942,-0.665035304851488,-0.487167199413993,-0.13581225662743962,-0.538638564057914,-0.3082220961928535,-0.20624719966150504,-0.42227052387241176,-0.15977577163188278,-0.23498351855885818,-0.4146141054680895,-0.4802315755777864,-0.030996196034092455,-0.5613602716911951,-0.6014216241338571,-0.1607322535808169,-0.41313564754339444,-0.37253960013152937,-0.2151942207350162,-0.2877091996271702,-0.2155888750315683,-0.2213552586358114,-0.2865592445584173,-0.5873718847077698,-0.05555386021393816,-0.4265357940298809,-0.703546022376166,-0.17474369774745815,-0.291574960373137,-0.4661869080485248,-0.17141670411862642,-0.175156981511197,-0.29934354572648947,-0.1358977961181348,-0.1490277395028567,-0.6730860632340094,-0.08844216065023996,-0.2866975512833954,-0.8101214977654244,-0.1695105365483957,-0.23537561252287806,-0.6336689392246903,-0.1512767626584684,-0.1642155345474519,-0.48637061900292394,-0.11401091538713018
